Datetime,Close
2024-10-11 09:30:00-04:00,227.47000122070312
2024-10-11 09:45:00-04:00,227.97000122070312
2024-10-11 10:00:00-04:00,228.5623016357422
2024-10-11 10:15:00-04:00,228.75999450683594
2024-10-11 10:30:00-04:00,228.7700958251953
2024-10-11 10:45:00-04:00,228.08599853515625
2024-10-11 11:00:00-04:00,228.2209014892578
2024-10-11 11:15:00-04:00,227.97500610351562
2024-10-11 11:30:00-04:00,227.9250030517578
2024-10-11 11:45:00-04:00,228.0699005126953
2024-10-11 12:00:00-04:00,227.875
2024-10-11 12:15:00-04:00,227.83009338378906
2024-10-11 12:30:00-04:00,227.64549255371094
2024-10-11 12:45:00-04:00,227.8699951171875
2024-10-11 13:00:00-04:00,227.57650756835938
2024-10-11 13:15:00-04:00,227.83999633789062
2024-10-11 13:30:00-04:00,227.72000122070312
2024-10-11 13:45:00-04:00,227.83419799804688
2024-10-11 14:00:00-04:00,228.35000610351562
2024-10-11 14:15:00-04:00,228.19500732421875
2024-10-11 14:30:00-04:00,228.33999633789062
2024-10-11 14:45:00-04:00,228.5850067138672
2024-10-11 15:00:00-04:00,228.80999755859375
2024-10-11 15:15:00-04:00,228.69000244140625
2024-10-11 15:30:00-04:00,228.49000549316406
2024-10-11 15:45:00-04:00,227.52000427246094
